audit_timestamp,rollback_snapshot_id,production_dbf_flag,example_category,before_status,after_status,why_issue_occurred,why_included_or_excluded,remediation_path,governance_reasoning,business_review_required,replay_eligibility,reconstructed_claim_id,derivation_candidate_id,rulebook_lineage
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010722345-3-SURRENDER_CLAIM-C0-20240719,QDC-RC-9010722345-3-SURRENDER_CLAIM-C0-20240719,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010770719-3-SURRENDER_CLAIM-C0-20191213,QDC-RC-9010770719-3-SURRENDER_CLAIM-C0-20191213,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010816898-3-SURRENDER_CLAIM-C0-20181121,QDC-RC-9010816898-3-SURRENDER_CLAIM-C0-20181121,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,QDC-RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,QDC-RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010843280-3-SURRENDER_CLAIM-C0-20220507,QDC-RC-9010843280-3-SURRENDER_CLAIM-C0-20220507,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010942439-2-SURRENDER_CLAIM-C0-20240205,QDC-RC-9010942439-2-SURRENDER_CLAIM-C0-20240205,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,SURRENDER_OFFSET_EXAMPLE,Surrender claim with large offset/residual,Held in business review queue,Workbench bucket: LARGE_RESIDUAL_FAMILY,Deferred from UAT; surrender review required,Surrender offset business review,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010786823-2-SURRENDER_CLAIM-C0-20250429,QDC-RC-9010786823-2-SURRENDER_CLAIM-C0-20250429,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010397318-1-DEATH_CLAIM-C0-20200409,QDC-CPS-RC-9010397318-1-DEATH_CLAIM-C0-20200409-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010397318-1-DEATH_CLAIM-C0-20200409,QDC-CPS-RC-9010397318-1-DEATH_CLAIM-C0-20200409-P2,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010445131-1-DEATH_CLAIM-C0-20201201,QDC-CPS-RC-9010445131-1-DEATH_CLAIM-C0-20201201-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010473137-1-DEATH_CLAIM-C0-20190807,QDC-CPS-RC-9010473137-1-DEATH_CLAIM-C0-20190807-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010744412-1-DEATH_CLAIM-C0-20221103,QDC-CPS-RC-9010744412-1-DEATH_CLAIM-C0-20221103-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010745344-1-DEATH_CLAIM-C0-20180225,QDC-CPS-RC-9010745344-1-DEATH_CLAIM-C0-20180225-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010745344-1-DEATH_CLAIM-C0-20180225,QDC-CPS-RC-9010745344-1-DEATH_CLAIM-C0-20180225-P2,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010745640-1-DEATH_CLAIM-C0-20230901,QDC-CPS-RC-9010745640-1-DEATH_CLAIM-C0-20230901-P1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010745640-1-DEATH_CLAIM-C0-20230901,QDC-CPS-RC-9010745640-1-DEATH_CLAIM-C0-20230901-P2,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,TRUSTEE_REPLAY_EXAMPLE,Trustee routing payment blocked from baseline prototype,Trustee QA overlay replay accepted in Phase 15,Trustee derivation required QA sign-off simulation,Included in UAT if parent claim UAT-cleared,Trustee QA review and authorized replay,QA_REVIEW_REQUIRED,N,,RC-9010745640-1-DEATH_CLAIM-C0-20230901,QDC-CPS-RC-9010745640-1-DEATH_CLAIM-C0-20230901-P3,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_BALANCED,Lifecycle exclusion replay aligns residual to tolerance,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010150740-1-DEATH_CLAIM-C0-20230509,QDC-RC-9010150740-1-DEATH_CLAIM-C0-20230509,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_STILL_UNBALANCED,Large residual remains after lifecycle replay projection; no forced correction,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010150910-1-DEATH_CLAIM-C0-20200423,QDC-RC-9010150910-1-DEATH_CLAIM-C0-20200423,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_BALANCED,Lifecycle exclusion replay aligns residual to tolerance,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010331157-1-DEATH_CLAIM-C0-20190315,QDC-RC-9010331157-1-DEATH_CLAIM-C0-20190315,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_BALANCED,Lifecycle exclusion replay aligns residual to tolerance,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010335038-1-DEATH_CLAIM-C0-20180422,QDC-RC-9010335038-1-DEATH_CLAIM-C0-20180422,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_STILL_UNBALANCED,Large residual remains after lifecycle replay projection; no forced correction,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010363098-1-DEATH_CLAIM-C0-20220917,QDC-RC-9010363098-1-DEATH_CLAIM-C0-20220917,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_BALANCED,Lifecycle exclusion replay aligns residual to tolerance,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010367438-1-DEATH_CLAIM-C0-20211110,QDC-RC-9010367438-1-DEATH_CLAIM-C0-20211110,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_STILL_UNBALANCED,Large residual remains after lifecycle replay projection; no forced correction,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010368703-1-DEATH_CLAIM-C0-20210114,QDC-RC-9010368703-1-DEATH_CLAIM-C0-20210114,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_STILL_UNBALANCED,Large residual remains after lifecycle replay projection; no forced correction,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010371171-1-DEATH_CLAIM-C0-20240624,QDC-RC-9010371171-1-DEATH_CLAIM-C0-20240624,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_STILL_UNBALANCED,Large residual remains after lifecycle replay projection; no forced correction,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010382931-1-DEATH_CLAIM-C0-20220210,QDC-RC-9010382931-1-DEATH_CLAIM-C0-20220210,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,LIFECYCLE_REPLAY_EXAMPLE,Claim unbalanced due to lifecycle exclusion gap,PROJECTED_BALANCED,Lifecycle exclusion replay aligns residual to tolerance,Included in UAT if reconciliation PASS after replay overlay,Authorized lifecycle replay (no forced balancing),SAFE_TO_REPROCESS,N,,RC-9010391359-1-DEATH_CLAIM-C0-20211119,QDC-RC-9010391359-1-DEATH_CLAIM-C0-20211119,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010149834-1-SURRENDER_CLAIM-C0-20180302,QDC-RC-9010149834-1-SURRENDER_CLAIM-C0-20180302,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=1713.59,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010150740-1-DEATH_CLAIM-C0-20230509,QDC-RC-9010150740-1-DEATH_CLAIM-C0-20230509,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=134.57,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010150910-1-DEATH_CLAIM-C0-20200423,QDC-RC-9010150910-1-DEATH_CLAIM-C0-20200423,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=127.52,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010150910-3-DEATH_CLAIM-C0-20200423,QDC-RC-9010150910-3-DEATH_CLAIM-C0-20200423,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010185592-1-SURRENDER_CLAIM-C0-20191211,QDC-RC-9010185592-1-SURRENDER_CLAIM-C0-20191211,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=9256.93,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010331157-1-DEATH_CLAIM-C0-20190315,QDC-RC-9010331157-1-DEATH_CLAIM-C0-20190315,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-05-28T20:17:56Z,PHASE17-GOVERNANCE-REPORTING-EXAMPLES-20260528T201756Z,N,UNRESOLVED_BALANCING_EXAMPLE,UNBALANCED,Still rejected from prototype generation,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=6777.05,Excluded from UAT candidate population,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,BUSINESS_REVIEW_REQUIRED,Y,,RC-9010335038-1-DEATH_CLAIM-C0-20180422,QDC-RC-9010335038-1-DEATH_CLAIM-C0-20180422,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
